Question 39
QuestionType Public
IsBonus No
CountsForThomas Yes
IsRepeat No
Answer C. Dante did not sell Randall the beer.

NegatronThomas C
ThomasSecondChance A
CharlesDickensABox C
ocher_stone C
TheoCaro C
JagerVanKaas C
Bukowskified C
jose_can_u_c C
SGDrummer C
hufflepuffin9 C
ModestPolarBear C
Hungry-Back7489 C
yossi_peti C
its_sandwich_time C
Apprentice57 C
RestaurantNovel8927 C

