Question 34
QuestionType Public
IsBonus No
CountsForThomas Yes
IsRepeat No
Answer B. Yes, because Thomas' likeness was appropriated for a commercial purpose without his consent.

NegatronThomas B
ThomasSecondChance C
bryanrgillis B
JagerVanKaas B
CharlesDickensABox B
its_sandwich_time B
hufflepuffin9 B
Mathturbationist B
SuperNinja74 D
RestaurantNovel8927 B
Brass_Lion B
Apprentice57 C
Oddly_Todd B
Bukowskified B
homininet D

