Question 32
QuestionType Public
IsBonus No
CountsForThomas Yes
IsRepeat No
Answer D. Yes, because the statute constitutes a bill of attainder.

NegatronThomas D
ThomasSecondChance B
Windowpain43 D
hufflepuffin9 D
its_sandwich_time D
CharlesDickensABox D
Bukowskified D
i_am_voldemort D
Eldias D
JagerVanKaas D
tomksfw B
Oddly_Todd D
PlanetStarbux D
Kind-Sherbet-7857 D
tonei D
Vault14Hunter B
RestaurantNovel8927 D
homininet D
Apprentice57 D
