Question 72
QuestionType Public
IsBonus No
CountsForThomas Yes
IsRepeat No
Answer D. Lily acquired title by adverse possesion

NegatronThomas A
ThomasSecondChance D
Eldias D
giglia D
Skeptical_Monkie D
its_sandwich_time D
999forever D
IMM_Austin D
JetsKnicks23 D
Oren72 D
Bukowskified A
jenjen047 D
chayashida D
Apprentice57 D

