Question 63
QuestionType Public
IsBonus No
CountsForThomas Yes
IsRepeat No
Answer B. The trial judge must raise the issue of competency becasue the Constitution obligates the judge to do so.

NegatronThomas A
ThomasSecondChance B
its_sandwich_time B
NotmyRealNameJohn B
Bukowskified A
MegaTrain B
Eldias D
chayashida A
Cultural_Boat4007 B
Apprentice57 B

